origin_date,scenario_id,location,horizon,target,type,type_id,value
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.025,13760
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.05,13780
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.1,13790
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.15,13793.33333
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.2,13795
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.25,13796
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.3,13796.66667
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.35,13797.14286
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.4,13797.5
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.45,13797.77778
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.5,13800
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.55,21390
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.6,22080
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.65,22770
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.7,23460
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.75,24150
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.8,24840
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.85,25530
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.9,26220
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.95,26910
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.975,27255
2022-03-07,D-2022-03-05,US,1,inc death,quantile,0.99,27462
2022-03-07,D-2022-03-05,US,1,inc death,median,NA,13800
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.01,11900
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.025,11960
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.05,11980
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.1,11990
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.15,11993.33333
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.2,11995
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.25,11996
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.3,11996.66667
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.35,11997.14286
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.4,11997.5
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.45,11997.77778
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.5,12000
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.55,18600
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.6,19200
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.65,19800
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.7,20400
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.75,21000
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.8,21600
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.85,22200
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.9,22800
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.95,23400
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.975,23700
2022-03-07,A-2022-03-05,US,2,inc death,quantile,0.99,23880
2022-03-07,A-2022-03-05,US,2,inc death,median,NA,12000
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.01,12500
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.025,12560
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.05,12580
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.1,12590
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.15,12593.33333
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.2,12595
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.25,12596
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.3,12596.66667
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.35,12597.14286
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.4,12597.5
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.45,12597.77778
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.5,12600
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.55,19530
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.6,20160
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.65,20790
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.7,21420
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.75,22050
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.8,22680
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.85,23310
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.9,23940
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.95,24570
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.975,24885
2022-03-07,B-2022-03-05,US,2,inc death,quantile,0.99,25074
2022-03-07,B-2022-03-05,US,2,inc death,median,NA,12600
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.01,13100
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.025,13160
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.05,13180
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.1,13190
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.15,13193.33333
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.2,13195
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.25,13196
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.3,13196.66667
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.35,13197.14286
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.4,13197.5
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.45,13197.77778
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.5,13200
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.55,20460
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.6,21120
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.65,21780
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.7,22440
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.75,23100
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.8,23760
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.85,24420
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.9,25080
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.95,25740
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.975,26070
2022-03-07,C-2022-03-05,US,2,inc death,quantile,0.99,26268
2022-03-07,C-2022-03-05,US,2,inc death,median,NA,13200
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.01,13700
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.025,13760
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.05,13780
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.1,13790
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.15,13793.33333
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.2,13795
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.25,13796
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.3,13796.66667
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.35,13797.14286
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.4,13797.5
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.45,13797.77778
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.5,13800
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.55,21390
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.6,22080
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.65,22770
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.7,23460
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.75,24150
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.8,24840
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.85,25530
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.9,26220
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.95,26910
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.975,27255
2022-03-07,D-2022-03-05,US,2,inc death,quantile,0.99,27462
2022-03-07,D-2022-03-05,US,2,inc death,median,NA,13800
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.01,17900
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.025,17960
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.05,17980
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.1,17990
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.15,17993.33333
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.2,17995
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.25,17996
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.3,17996.66667
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.35,17997.14286
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.4,17997.5
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.45,17997.77778
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.5,18000
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.55,27900
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.6,28800
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.65,29700
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.7,30600
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.75,31500
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.8,32400
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.85,33300
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.9,34200
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.95,35100
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.975,35550
2022-03-07,A-2022-03-05,US,3,inc death,quantile,0.99,35820
2022-03-07,A-2022-03-05,US,3,inc death,median,NA,18000
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.01,18800
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.025,18860
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.05,18880
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.1,18890
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.15,18893.33333
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.2,18895
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.25,18896
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.3,18896.66667
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.35,18897.14286
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.4,18897.5
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.45,18897.77778
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.5,18900
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.55,29295
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.6,30240
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.65,31185
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.7,32130
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.75,33075
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.8,34020
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.85,34965
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.9,35910
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.95,36855
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.975,37327.5
2022-03-07,B-2022-03-05,US,3,inc death,quantile,0.99,37611
2022-03-07,B-2022-03-05,US,3,inc death,median,NA,18900
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.01,19700
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.025,19760
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.05,19780
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.1,19790
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.15,19793.33333
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.2,19795
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.25,19796
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.3,19796.66667
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.35,19797.14286
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.4,19797.5
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.45,19797.77778
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.5,19800
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.55,30690
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.6,31680
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.65,32670
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.7,33660
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.75,34650
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.8,35640
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.85,36630
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.9,37620
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.95,38610
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.975,39105
2022-03-07,C-2022-03-05,US,3,inc death,quantile,0.99,39402
2022-03-07,C-2022-03-05,US,3,inc death,median,NA,19800
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.01,20600
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.025,20660
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.05,20680
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.1,20690
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.15,20693.33333
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.2,20695
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.25,20696
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.3,20696.66667
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.35,20697.14286
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.4,20697.5
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.45,20697.77778
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.5,20700
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.55,32085
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.6,33120
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.65,34155
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.7,35190
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.75,36225
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.8,37260
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.85,38295
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.9,39330
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.95,40365
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.975,40882.5
2022-03-07,D-2022-03-05,US,3,inc death,quantile,0.99,41193
2022-03-07,D-2022-03-05,US,3,inc death,median,NA,20700
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.01,23900
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.025,23960
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.05,23980
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.1,23990
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.15,23993.33333
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.2,23995
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.25,23996
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.3,23996.66667
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.35,23997.14286
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.4,23997.5
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.45,23997.77778
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.5,24000
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.55,37200
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.6,38400
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.65,39600
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.7,40800
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.75,42000
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.8,43200
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.85,44400
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.9,45600
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.95,46800
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.975,47400
2022-03-07,A-2022-03-05,US,4,inc death,quantile,0.99,47760
2022-03-07,A-2022-03-05,US,4,inc death,median,NA,24000
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.01,25100
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.025,25160
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.05,25180
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.1,25190
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.15,25193.33333
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.2,25195
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.25,25196
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.3,25196.66667
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.35,25197.14286
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.4,25197.5
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.45,25197.77778
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.5,25200
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.55,39060
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.6,40320
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.65,41580
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.7,42840
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.75,44100
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.8,45360
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.85,46620
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.9,47880
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.95,49140
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.975,49770
2022-03-07,B-2022-03-05,US,4,inc death,quantile,0.99,50148
2022-03-07,B-2022-03-05,US,4,inc death,median,NA,25200
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.01,26300
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.025,26360
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.05,26380
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.1,26390
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.15,26393.33333
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.2,26395
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.25,26396
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.3,26396.66667
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.35,26397.14286
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.4,26397.5
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.45,26397.77778
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.5,26400
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.55,40920
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.6,42240
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.65,43560
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.7,44880
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.75,46200
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.8,47520
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.85,48840
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.9,50160
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.95,51480
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.975,52140
2022-03-07,C-2022-03-05,US,4,inc death,quantile,0.99,52536
2022-03-07,C-2022-03-05,US,4,inc death,median,NA,26400
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.01,27500
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.025,27560
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.05,27580
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.1,27590
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.15,27593.33333
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.2,27595
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.25,27596
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.3,27596.66667
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.35,27597.14286
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.4,27597.5
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.45,27597.77778
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.5,27600
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.55,42780
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.6,44160
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.65,45540
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.7,46920
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.75,48300
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.8,49680
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.85,51060
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.9,52440
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.95,53820
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.975,54510
2022-03-07,D-2022-03-05,US,4,inc death,quantile,0.99,54924
2022-03-07,D-2022-03-05,US,4,inc death,median,NA,27600
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.01,29900
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.025,29960
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.05,29980
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.1,29990
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.15,29993.33333
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.2,29995
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.25,29996
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.3,29996.66667
2022-03-07,A-2022-03-05,US,5,inc death,quantile,0.35,29997.14286
